formatted_name,name,packing_quantity,loose_quantity,fc_id,uuid,distributor_name,order_id,distributor_id,drug_variation_id,medlife_product_id,order_date,mrp,product_code
Rovio 10 mg (strip of 10 tablets),Rovio,10,10,7,eb1fe8e073fc4c98b88e970ed87d1b36,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,118950,ROVIOTS01A,2021-01-15 10:46:01+00,14.6000,201661
Pigeon Baby Wipes baby wipes (pack of 80),Pigeon Baby Wipes,80,80,7,a643bb4951404092869dce4b1085d1c8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,121338,,2021-01-15 10:46:01+00,1.7250,2nd Sep Ord 22
Fepanil 120mg/60ml ml syrup,Fepanil,1,3,7,1ef0a4388db64dfdb6d26fe9f37db6a3,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,122353,FEPANSN01A,2021-01-15 10:46:01+00,35.4400,16th Aug Ord 266
Dettol Instant Hand Sanitizer 200 ml solution,Dettol Instant Hand Sanitizer,1,3,7,c81588a357dd468a845ca182332cfcba,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,122583,DETTOSB05A,2021-01-15 10:46:01+00,100.0000,2nd Sep Ord 15
Prudac 1 mg (strip of 10 tablets),Prudac,10,10,7,e7a0f942916641d1993d2d4f1ddcd3b8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,122950,PRUDATS01A,2021-01-15 10:46:01+00,16.3900,129201
Dettol Instant Hand Sanitizer 50 ml solution,Dettol Instant Hand Sanitizer,1,3,7,14949422085e4de9b710129dd873fcff,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,123084,DETTOLB01A,2021-01-15 10:46:01+00,82.0000,16th Oct Ord  244
Unobiotic Junior (box of 1 sachet),Unobiotic Junior,1,3,7,ce2d92453cdd4d6a9d85d7f43056651e,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,124730,,2021-01-15 10:46:01+00,55.0000,112955
Vesibeta 25 mg (strip of 10 tablets),Vesibeta,10,10,7,a720f0bd779544439f3180eab01a6285,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,125744,VESIBTS01A,2021-01-15 10:46:01+00,25.8500,111089
Omnigel 107.18 ml spray,Omnigel,1,3,7,eb3d14cbe6574cb38624ba2d46607469,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,126507,OMNIGLB01A,2021-01-15 10:46:01+00,176.0000,1 Mar Order 309
Pampers Baby Dry Pants Small 86 diapers (pack of 86),Pampers Baby Dry Pants Small 86,86,86,7,83e489fbd62c483ca0a2a4b937623613,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,127266,PAMPEDP05B,2021-01-15 10:46:01+00,12.2000,2nd Sep Ord 3
Pioride 1Mg (strip of 10 tablets),Pioride 1Mg,10,10,7,d7a1815f26b24a58816ce7f845cdcdc8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,130106,PIORITN01A,2021-01-15 10:46:01+00,17.1500,118701
Hatric 3 15 ml drops,Hatric 3,1,3,7,f56fa06668a344a193c27e341233bdcb,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,132374,HATRIDB02A,2021-01-15 10:46:01+00,43.0000,tempcode-13-1-2021_701
Candid B Dusting Powder powder,Candid B Dusting Powder,1,3,7,51a7e7e5bb1d40a190c4470244cb3ea2,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,136500,,2021-01-15 10:46:01+00,115.0000,Dummy 108
Pregna cream,Pregna,1,3,7,89219fdee99940ac9dae18f36d796858,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,138339,PREGNCN07A,2021-01-15 10:46:01+00,320.0000,tempcode-13-1-2021_611
Whisper Ultra Soft 2x Softer XL Plus with Wings (pack of 15),Whisper Ultra Soft 2x Softer XL Plus with Wings,15,15,7,1febbba4cb994e67bcff68945360cbe7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,139534,WHISPPP46A,2021-01-15 10:46:01+00,11.6667,tempcode-13-1-2021_160
Cialis 10 mg (strip of 2 tablets),Cialis,2,4,7,30f1ad75c455426ba5937beaf941c8ab,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,146376,CIALITS04A,2021-01-15 10:46:01+00,499.0000,121043
Tiate 18mcg (strip of 15 capsules),Tiate,15,15,7,b73ae2c9c5bf4519ac95160f43a420b0,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,146586,TIATETB01A,2021-01-15 10:46:01+00,10.3707,tempcode-27-01-20-am18
Dronis 30 (strip of 21 tablets),Dronis,21,21,7,a0703f805f164facbbb1196f753a9292,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,146605,,2021-01-15 10:46:01+00,20.8571,164126
Whisper Ultra Nights XL Plus with wings 30 (pack of 30),Whisper Ultra Nights XL Plus with wings,30,30,7,df336d549ff84429b34d16a0e9b70c5b,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,146987,WHISPPP49A,2021-01-15 10:46:01+00,11.3333,16th Oct Ord  197
Crocin 250 mg - 60 ml syrup,Crocin,1,3,7,27fca5ce790f452db6a9688984910fe8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147044,,2021-01-15 10:46:01+00,51.5600,151124
Alcros 200 mg (strip of 7 capsules),Alcros,7,7,7,f2b79d5e3302422994a0159d9c342aa2,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147119,ALCROTS03A,2021-01-15 10:46:01+00,26.2857,tempcode-13-1-2021_906
Prudac 2Mg Tablet 2mg (strip of 10 tablets),Prudac 2Mg Tablet,10,10,7,d33f62a1c02742e58127f0deee0f9a9d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147245,PRUDATS02A,2021-01-15 10:46:01+00,27.3900,129202
Diprobate S 30 ml (bottle of 1 lotion),Diprobate S,1,3,7,ea4f3a9d450142acb2465412560f7ca7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147693,DIPROLB02A,2021-01-15 10:46:01+00,150.0000,212151
Diapride M Forte Sr 4 mg (strip of 30 tablets),Diapride M Forte Sr,30,30,7,2bea508e18a340e8b43e7fcc240d937a,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147776,DIAPRTS13A,2021-01-15 10:46:01+00,9.8000,tempcode-16-11-2019 AM  2
Colgate Plax Freshmint Splash 250 ml (bottle of 1 mouth wash),Colgate Plax Freshmint Splash,1,3,7,e41f7ac4b5604a2195923373db128b6c,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147790,COLGAMB01A,2021-01-15 10:46:01+00,130.0000,201862
Colgate Max Fresh Red 150 gm tooth paste,Colgate Max Fresh Red,1,3,7,588ff4d5708b4a609709ac6ac1db80d7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147792,,2021-01-15 10:46:01+00,92.0000,tempcode-13-1-2021_201
Amoxyclav 625 mg (strip of 10 tablets),Amoxyclav,10,10,7,6857bc4bee164fc1a555d592706804c7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147923,AMOXYTS03A,2021-01-15 10:46:01+00,20.0500,29 Mar Ord 89
I Deriva 10mg (strip of 10 capsules),I Deriva,10,10,7,3ef52fb36461469596fbddbd0dc8598b,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147944,IDERICN01A,2021-01-15 10:46:01+00,14.0000,tempcode-13-1-2021_281
Atrisor 50 gm (tube of 1 ointment),Atrisor,1,3,7,f009305bc84e4d2091af7baef95ab254,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,147996,ATRISOT01A,2021-01-15 10:46:01+00,180.0000,tempcode-13-1-2021_308
Lorfast Mt 5mg + 10mg (strip of 10 tablets),Lorfast Mt,10,10,7,3221fd3a39504e17a0d93c2701bb3e65,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,148305,LORFATS01A,2021-01-15 10:46:01+00,10.5500,tempcode-13-1-2021_465
Medlife Advanced Lemon Hand Sanitizer 50 ml solution,Medlife Advanced Lemon Hand Sanitizer,1,3,7,7f3fcf6394ae4944a8f1a72659d04b30,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,148692,MEDLIHB04A,2021-01-15 10:46:01+00,69.0000,29th Aug Ord 273
Medlife Advanced Lemon Hand Sanitizer 100 ml solution,Medlife Advanced Lemon Hand Sanitizer,1,3,7,3d26bfb54c2f4a32a84eefff2e4c1f72,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,148695,MEDLIHB08A,2021-01-15 10:46:01+00,100.0000,9th Sep Ord 372
Colgate Kids Barbie Toothpaste Strawberry 70gm tooth paste,Colgate Kids Barbie Toothpaste Strawberry,1,3,7,ddf767060ee148eeb2f359167a42cf38,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,148824,,2021-01-15 10:46:01+00,86.0000,tempcode-13-1-2021_732
Rejoint Plus (strip of 10 tablets),Rejoint Plus,10,10,7,9b5d573d48f846a39ed9624cf295ba4e,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,148837,,2021-01-15 10:46:01+00,12.5560,tempcode-13-1-2021_737
Pioride 2Mg 2mg (strip of 10 tablets),Pioride 2Mg,10,10,7,342824d0f27c4940bb9ade3a94d6a6e5,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,148918,,2021-01-15 10:46:01+00,22.9000,tempcode-13-1-2021_778
Dristan NA nasal spray,Dristan,1,3,7,6dbd6cd839434a15ae01ff2752249716,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,148937,,2021-01-15 10:46:01+00,5.5800,tempcode-13-1-2021_788
Cetanil 5mg (strip of 10 tablets),Cetanil,10,10,7,9951e172b5374922ae1609c86bf9a2f7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,149478,,2021-01-15 10:46:01+00,4.8150,tempcode-13-1-2021_1081
Azac Soap 1.6% w/w (packet of 1 soap),Azac Soap,1,3,7,cede3d1d3b6d461cb2338b54ca6808c9,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,149554,AZACZSN01A,2021-01-15 10:46:01+00,75.0000,tempcode-13-1-2021_37
Gluconorm G2 D Tablet 2mg + 500mg + 400IU (strip of 10 tablets),Gluconorm G2 D Tablet,10,10,7,5f5803ce80f749e8a7efe77baeed539d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,149674,GLUCOTS09A,2021-01-15 10:46:01+00,10.8000,tempcode-13-1-2021_112
Himalaya Koflet H Lozenges Ginger Pack Of 6 (strip of 6 lozenges),Himalaya Koflet H Lozenges Ginger Pack Of 6,6,6,7,2a0917c6c9044a3985e5710df3332c58,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,149794,KOFLELN01A,2021-01-15 10:46:01+00,4.5000,199049
Itracip 100MG (strip of 10 capsules),Itracip,10,10,7,cdd8213a389a4ac1934489060a99301e,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,149804,,2021-01-15 10:46:01+00,9.0000,tempcode-13-1-2021_180
Himalaya Koflet Lozenges Pack Of 10 (packet of 10 lozenges),Himalaya Koflet Lozenges Pack Of 10,10,10,7,2c4985370e064d0bbc0c70231aaf2c84,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,149815,KOFLELN05A,2021-01-15 10:46:01+00,2.0000,199047
Hopace 10 mg (strip of 10 tablets),Hopace,10,10,7,1564ffa7bdc54a79a34847b0f2d13672,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,149844,HOPACCN02A,2021-01-15 10:46:01+00,17.0000,144130
Lipitab 40mg (strip of 10 tablets),Lipitab,10,10,7,ba43ea55628e40c4bad37f0e47187c13,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,150005,LIPITTS01A,2021-01-15 10:46:01+00,16.7860,tempcode-13-1-2021_292
Voltanec Pr 100 100 mg/325 mg (strip of 10 tablets),Voltanec Pr 100,10,10,7,958207f9967b48a59c4a8ac9c6581366,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,150173,VOLTATN06A,2021-01-15 10:46:01+00,5.6500,tempcode-13-1-2021_364
Loyzide Xr 60 mg (strip of 15 tablets),Loyzide Xr,15,15,7,3c245b0496b24c9c98f6f2e52963a805,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,150296,LOYZITS16A,2021-01-15 10:46:01+00,7.9933,tempcode-13-1-2021_437
Monet Lc 5mg + 10mg (strip of 10 tablets),Monet Lc,10,10,7,596ca2a6290b495f8ff59fcbb4e4ec4f,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,150430,MONETTS01A,2021-01-15 10:46:01+00,10.5000,tempcode-13-1-2021_498
Sensur Roll On 10ML (tube of 1 oil),Sensur Roll On,1,3,7,0d6e4e2a91e644d4b2b9be27dd5f8236,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,150816,SENSUON03A,2021-01-15 10:46:01+00,96.1600,185589
Pankajakusthuri Orthoherb Tablet (box of 60 tablets),Pankajakusthuri Orthoherb Tablet,60,60,7,9fa31db2bbf14674983065a6d77043ba,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,150888,ORTHOTB01A,2021-01-15 10:46:01+00,4.1667,tempcode-13-1-2021_738
Oralixir 500ML (bottle of 1 mouth wash),Oralixir,1,3,7,0f55237227a048a782406ff575777978,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,150915,ORALIMB01A,2021-01-15 10:46:01+00,545.0000,tempcode-13-1-2021_748
Bengreat 8 mg (strip of 10 tablets),Bengreat,10,10,7,8d91a26eee7e4c6c80148ed6ef50fa9f,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,151421,BENGRTS02A,2021-01-15 10:46:01+00,7.2570,tempcode-13-1-2021_1017
Torex Cough Syrup 100 ML syrup,Torex Cough Syrup,1,3,7,570a6d9572084e2b92f444b9388e3f62,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,151648,TOREXSN12A,2021-01-15 10:46:01+00,99.0000,tempcode-13-1-2021_65
Cerelac Wheat Apple Carrot Stage 1 powder,Cerelac Wheat Apple Carrot Stage 1,1,3,7,c36e6a2ac5be425caaaa85ea9f62f903,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,151702,,2021-01-15 10:46:01+00,199.0000,4th Dec 128
Cleargel Nico 20 GM (tube of 1 gel),Cleargel Nico,1,3,7,4ddec6b4830244aeb5af607added8ca6,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,151888,CLEARGT07A,2021-01-15 10:46:01+00,159.0000,199603
Sucrafil 450 ML syrup,Sucrafil,1,3,7,ae3d8720cc994d26833f1f070b7dc71f,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,152060,SUCRASN10A,2021-01-15 10:46:01+00,311.8000,tempcode-27-01-20-am70
D Vita 60K (strip of 4 capsules),D Vita 60K,4,4,7,b10cbf1008474e8f8d1f51a9c72dd4f8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,152146,DVITACN02A,2021-01-15 10:46:01+00,32.9625,tempcode-13-1-2021_335
Riasis 30 MG (strip of 10 tablets),Riasis,10,10,7,2bfe35a387d04ab8ab91dc1a284bfb7e,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,153094,RIASITS01A,2021-01-15 10:46:01+00,27.5000,tempcode-13-1-2021_823
Physiogel Hypoallergenic Daily Moisture Therapy 100 ML (bottle of 1 lotion),Physiogel Hypoallergenic Daily Moisture Therapy,1,3,7,f599b38e27a3477189763a3724d2043e,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,153217,PHYSILB01A,2021-01-15 10:46:01+00,353.4000,155188
Sa Rapid 1 MG (strip of 10 tablets),Sa Rapid,10,10,7,9d16a8947d854a039e0eea5835a37fde,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,153661,SARAPTS02A,2021-01-15 10:46:01+00,7.6500,631400
Triptolol (strip of 10 tablets),Triptolol,10,10,7,88ca91b92b65465d88a27fbfcb7d8199,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,154140,TRIPTTS06A,2021-01-15 10:46:01+00,6.9000,tempcode-13-1-2021_311
Patanjali Divya Madhunashini Vati (strip of 30 tablets),Patanjali Divya Madhunashini Vati,30,30,7,57502bca88164416807b5a1faa13fcb0,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,154155,PATANTS03A,2021-01-15 10:46:01+00,1.7500,tempcode-13-1-2021_315
Meaxon Gold 1 ML injection,Meaxon Gold,1,3,7,64c55a804b174115a3be67041f051336,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,154489,MEAXOIN01A,2021-01-15 10:46:01+00,97.0000,tempcode-13-1-2021_483
Pilon 25 gm (tube of 1 ointment),Pilon,1,3,7,3be92f965ec14905b4dbe5c17c677fc9,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,154663,PILONOT01A,2021-01-15 10:46:01+00,42.9000,tempcode-13-1-2021_577
Calendula 15 GM (tube of 1 ointment),Calendula,1,3,7,84a767a0376945f3ab66dc91feb2d41d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,154715,CALENOT01A,2021-01-15 10:46:01+00,65.0000,tempcode-13-1-2021_607
Lacne 20 mg (strip of 10 capsules),Lacne,10,10,7,5a58939c31aa4535a8b442cb7ee6f0f8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,154979,LACNECS01A,2021-01-15 10:46:01+00,21.0000,tempcode-13-1-2021_736
Dewsoft Premia 50 ml (bottle of 1 lotion),Dewsoft Premia,1,3,7,7c47582b714148049b44f91da9fa339d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,155127,DEWSOLB01A,2021-01-15 10:46:01+00,810.0000,136425
Lactifiber 15 gm (packet of 1 granules),Lactifiber,1,3,7,f72117dcba634f39932bf933fa755d4e,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,155201,LACTIGS01A,2021-01-15 10:46:01+00,32.0000,tempcode-13-1-2021_860
Enu 400 mg (strip of 10 capsules),Enu,10,10,7,49b00c0f6f994250ae80df8ec4639aa5,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,155242,ENUZZCS01A,2021-01-15 10:46:01+00,8.9500,132012
Montu L (strip of 10 tablets),Montu L,10,10,7,483029f947484d5e9cc9ee767fa0d4de,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,156726,MONTUTS02A,2021-01-15 10:46:01+00,17.5000,tempcode-13-1-2021_584
Voltanec Sp 100/325/15 mg (strip of 10 tablets),Voltanec Sp,10,10,7,0293ed771b424388b1c79c33b8c37946,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,156827,VOLTATN08A,2021-01-15 10:46:01+00,5.9000,tempcode-13-1-2021_643
Vehyca Non Veg (strip of 10 tablets),Vehyca Non Veg,10,10,7,737c9624fb6c4425a110b4bfd58294af,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,156882,,2021-01-15 10:46:01+00,13.0000,tempcode-8-1-2021_108
Altret 10 mg (strip of 10 capsules),Altret,10,10,7,0efdc94825464bfdbb860843a76be49d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,157132,ALTRECN01A,2021-01-15 10:46:01+00,7.5000,tempcode-13-1-2021_791
Transpacer Vm,Transpacer Vm,1,3,7,6684a9b55eb945eaa6fbae8cd886b986,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,157746,TRANSSD01A,2021-01-15 10:46:01+00,683.0000,tempcode-13-1-2021_40
Lacne 10 MG (strip of 10 capsules),Lacne,10,10,7,8fff65f9cf334611b6b1477d67174245,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,157870,LACNECS02A,2021-01-15 10:46:01+00,14.0000,tempcode-13-1-2021_114
Alcarex 5 ml (bottle of 1 eye drops),Alcarex,1,3,7,0b32d686bbf647bca8baca8dda526a31,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,160701,ALCAREB01A,2021-01-15 10:46:01+00,202.0000,tempcode-13-1-2021_522
Amlopres 5MG (strip of 30 tablets),Amlopres,30,30,7,5ef842f4911b448f98aec72eff83fd06,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,161159,AMLOPTS07A,2021-01-15 10:46:01+00,3.0600,Jan 26th Ord 3
Trioderm 10 gm cream,Trioderm,1,3,7,9a40ffa795b446c0b0da1ee67b1aafa4,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,162733,TRIODCT02A,2021-01-15 10:46:01+00,51.0000,tempcode-13-1-2021_504
Acuflam Plus (strip of 15 tablets),Acuflam Plus,15,15,7,181ba4e235e7456b8815a5aced76f49c,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,163001,ACUFLTS03A,2021-01-15 10:46:01+00,5.0000,tempcode-13-1-2021_659
Hydrosulf 200MG (strip of 10 tablets),Hydrosulf,10,20,7,95323b1275be42b48d73a9bf3404bfe7,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,163149,HYDROTS05A,2021-01-15 10:46:01+00,6.4790,tempcode-8-1-2021_176
Selsun Z 60 ml shampoo,Selsun Z,1,3,7,7b42d0b132f641b588bd322c42f88e79,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,163156,SELSUSB06A,2021-01-15 10:46:01+00,180.0000,170397
Relispray 135 GM spray,Relispray,1,3,7,fb4ab96c3bac490c8fdf03943f97d436,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,163338,RELISSB04A,2021-01-15 10:46:01+00,259.0000,tempcode-13-1-2021_827
Neopeptine Drops 30 ML drops,Neopeptine Drops,1,3,7,0fe37f7b044147ceadfa6187257c3f55,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,163507,NEOPEDN02A,2021-01-15 10:46:01+00,62.5000,tempcode-13-1-2021_910
Liquid Paraffin 400ML liquid,Liquid Paraffin,1,3,7,c8185a92a42a48449cc6a2bebddc3eea,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,163872,LIQUILB02A,2021-01-15 10:46:01+00,124.0000,tempcode-12-1-2021_10
Rozalet 10/75 mg (strip of 10 capsules),Rozalet,10,10,7,f37559e281284626978364a5d6528ef1,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,163876,ROZALTS01A,2021-01-15 10:46:01+00,13.1000,tempcode-19-08-20191201bb
Lifebouy Total 10 Immunity Boosting Hand Santizer 50 ml liquid,Lifebouy Total 10 Immunity Boosting Hand Santizer,1,3,7,3a482aff5efc4a52b44eab2382e7fd54,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,164368,LIFEBSB02A,2021-01-15 10:46:01+00,70.0000,Feb 11th Ord 5
Vaseline Aloe Fresh Moisturizer 300 ml (bottle of 1 lotion),Vaseline Aloe Fresh Moisturizer,1,3,7,7b5ae1ea67d64facb109d468c4a20771,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,164377,,2021-01-15 10:46:01+00,265.0000,tempcode-13-1-2021_305
Telsite Am 40 mg (strip of 15 tablets),Telsite Am,15,15,7,1012f2c0c8f74b7799bd7fe10bd616ad,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,164622,TELSITS02A,2021-01-15 10:46:01+00,11.9840,tempcode_21_07_2020_am10
Trioderm Plus 5 gm cream,Trioderm Plus,1,3,7,2f4175e5602748d992ad7117aabe65a5,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,164626,TRIODCT01A,2021-01-15 10:46:01+00,35.0000,tempcode-13-1-2021_431
Stemetil Md 5 mg (strip of 21 tablets),Stemetil Md,21,21,7,56154ee584ba441a89a59d5d9e33e094,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,164664,STEMETN04A,2021-01-15 10:46:01+00,5.6176,tempcode-13-1-2021_451
Rejoint 500/400 mg (strip of 10 tablets),Rejoint,10,10,7,a8282d9a49ca4371bcd98be5c8e749f8,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,164763,REJOITN01A,2021-01-15 10:46:01+00,18.1650,tempcode-12-10-2019 AM6
Flixonase Innospray spray,Flixonase Innospray,1,3,7,2fb2b9495a344f85948649916f8197e5,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,165020,FLIXONN01A,2021-01-15 10:46:01+00,509.0000,tempcode-13-1-2021_644
Lifebuoy Total 10 Immunity Boosting Hand Sanitizer 30 ML liquid,Lifebuoy Total 10 Immunity Boosting Hand Sanitizer,1,3,7,918e70de10484855b07bfcd38861388d,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,165468,LIFEBSB03A,2021-01-15 10:46:01+00,35.0000,tempcode-13-1-2021_869
Digene Mix Fruit Gel 175 ml syrup,Digene Mix Fruit Gel,1,3,7,d6883b4d8db948e892cf36b2a05e9f10,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,165576,DIGENSB08A,2021-01-15 10:46:01+00,90.0000,tempcode-13-1-2021_917
Udiliv 150 mg (strip of 30 tablets),Udiliv,30,30,7,5001040e310348e6938fa6bc0e6623e6,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,165665,UDILITN02A,2021-01-15 10:46:01+00,4.2667,tempcode-13-1-2021_968
Nexpro 20 MG (strip of 10 tablets),Nexpro,10,10,7,c49088e472434a059cdb3e234a1fecdf,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,166011,NEXPRTN02A,2021-01-15 10:46:01+00,4.9000,tempcode-13-1-2021_83
Acitrom 3 mg (strip of 10 tablets),Acitrom,10,10,7,6e72969706ad49dab60309e281134007,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,166068,ACITRTN08A,2021-01-15 10:46:01+00,6.0700,tempcode-13-1-2021_117
Acitrom 3 mg (strip of 20 tablets),Acitrom,20,20,7,cd736c0574334c11bf29b2fd9c291a18,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,166070,ACITRTN09A,2021-01-15 10:46:01+00,7.0050,tempcode-13-1-2021_119
Acitrom 2 mg (strip of 10 tablets),Acitrom,10,10,7,649ee6dbb73e4311b19c23f9f9afe8a3,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,166173,ACITRTN05A,2021-01-15 10:46:01+00,4.9880,tempcode-13-1-2021_171
Acitrom 2 MG (strip of 20 tablets),Acitrom,20,20,7,ea05df982a544c9ab7f7b077f58be827,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,166176,ACITRTN06A,2021-01-15 10:46:01+00,5.4820,tempcode-13-1-2021_174
Vasograin (strip of 10 tablets),Vasograin,10,10,7,adfe182cf9cc4d7b81b2125f4e7e8e8b,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,166317,VASOGTN03A,2021-01-15 10:46:01+00,3.5230,tempcode-8-1-2021_229
Sbl Five Phos 3X 25 GM (bottle of 1 tablet),Sbl Five Phos,1,3,7,2325d59df15b473596764f1285553179,VARDHAMAN PHARMA Distributors Private Limited,162547,2948,166420,SBLFITB01A,2021-01-15 10:46:01+00,90.0000,tempcode-13-1-2021_301
